Name,Monomer SMILES,Dimer SMILES,Trimer SMILES,RRU_Monomer SMILES,RRU_Dimer SMILES,RRU_Trimer SMILES
P2,*c7ccc(c6c5c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(c4ccc(c3cc(NC(=O)CCCCC)c(c2ccc(c1sc(*)cc1NC(=O)CCCCC)cc2)s3)s4)c5c(=O)n6CC(CCCCCCCCCC)CCCCCCCCCCCC)s7,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc(NC(=O)CCCCC)c(-c5ccc(-c6sc(c7ccc(C8=C9C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(c%10ccc(-c%11cc(NC(=O)CCCCC)c(-c%12ccc(-c%13sc(*)cc%13NC(=O)CCCCC)cc%12)s%11)s%10)=C9C(=O)N8CC(CCCCCCCCCC)CCCCCCCCCCCC)s7)cc6NC(=O)CCCCC)cc5)s4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(*)s1,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc(NC(=O)CCCCC)c(-c5ccc(-c6sc(-c7ccc(C8=C9C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(c%10ccc(-c%11cc(NC(=O)CCCCC)c(-c%12ccc(-c%13sc(c%14ccc(C%15=C%16C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(c%17ccc(-c%18cc(NC(=O)CCCCC)c(-c%19ccc(-c%20sc(*)cc%20NC(=O)CCCCC)cc%19)s%18)s%17)=C%16C(=O)N%15CC(CCCCCCCCCC)CCCCCCCCCCCC)s%14)cc%13NC(=O)CCCCC)cc%12)s%11)s%10)=C9C(=O)N8CC(CCCCCCCCCC)CCCCCCCCCCCC)s7)cc6NC(=O)CCCCC)cc5)s4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(*)s1,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C3c4cc:C(:s4)C4:cc(NC(=O)CCCCC)c(s:4)-c4ccc(cc4)-c4sc(cc4NC(=O)CCCCC)-c4ccc(s4)C1=C2C(=O)N3CC(CCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C3c4ccc(s4)-c4cc(NC(=O)CCCCC)c(s4)-c4ccc(cc4)-c4sc(cc4NC(=O)CCCCC)-c4ccc(s4)C4=C5C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=C5C(=O)N4CC(CCCCCCCCCC)CCCCCCCCCCCC)c4cc:C(:s4)C4:cc(NC(=O)CCCCC)c(s:4)-c4ccc(cc4)-c4sc(cc4NC(=O)CCCCC)-c4ccc(s4)C1=C2C(=O)N3CC(CCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C3c4ccc(s4)-c4cc(NC(=O)CCCCC)c(s4)-c4ccc(cc4)-c4s:C(:cc4NC(=O)CCCCC)C4:ccc(s:4)C4=C5C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=C5C(=O)N4CC(CCCCCCCCCC)CCCCCCCCCCCC)c4ccc(s4)-c4cc(NC(=O)CCCCC)c(s4)-c4ccc(cc4)-c4sc(cc4NC(=O)CCCCC)-c4ccc(s4)C4=C5C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=C5C(=O)N4CC(CCCCCCCCCC)CCCCCCCCCCCC)c4ccc(s4)-c4cc(NC(=O)CCCCC)c(s4)-c4ccc(cc4)-c4sc(cc4NC(=O)CCCCC)-c4ccc(s4)C1=C2C(=O)N3CC(CCCCCCCCCC)CCCCCCCCCCCC
PCDTPT,*c1cc%10c(s1)c9sc(c7cnc(c2cc6c(s2)c5sc(c3ncc(*)c4nsnc34)cc5C6(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)c8nsnc78)cc9C%10(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCC1(CCCCCCCCCCCCCCCC)c2cc(*)sc2-c2sc(-c3cnc(-c4cc5c(s4)-c4sc(-c6ncc(c7cc8c(s7)-c7sc(-c9cnc(-c%10cc%11c(s%10)-c%10sc(-c%12ncc(*)c%13nsnc%12%13)cc%10C%11(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)c%10nsnc9%10)cc7C8(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)c7nsnc67)cc4C5(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)c4nsnc34)cc21,CCCCCCCCCCCCCCCCC1(CCCCCCCCCCCCCCCC)c2cc(*)sc2-c2sc(-c3cnc(-c4cc5c(s4)-c4sc(-c6ncc(c7cc8c(s7)-c7sc(-c9cnc(-c%10cc%11c(s%10)-c%10sc(-c%12ncc(-c%13cc%14c(s%13)-c%13sc(-c%15cnc(-c%16cc%17c(s%16)-c%16sc(-c%18ncc(*)c%19nsnc%18%19)cc%16C%17(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)c%16nsnc%15%16)cc%13C%14(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)c%13nsnc%12%13)cc%10C%11(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)c%10nsnc9%10)cc7C8(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)c7nsnc67)cc4C5(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)c4nsnc34)cc21,CCCCCCCCCCCCCCCCC1(CCCCCCCCCCCCCCCC)c2c:C3:sc2-c2sc(cc21)-c1cnc(c2nsnc12)-c1cc2c(s1)-c1sc(cc1C2(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)-c1nc:C3:c2nsnc12,CCCCCCCCCCCCCCCCC1(CCCCCCCCCCCCCCCC)c2c:C3:sc2-c2sc(cc21)-c1cnc(c2nsnc12)-c1cc2c(s1)-c1sc(cc1C2(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)-c1ncc(c2nsnc12)-c1cc2c(s1)-c1sc(cc1C2(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)-c1cnc(c2nsnc12)-c1cc2c(s1)-c1sc(cc1C2(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)-c1nc:C3:c2nsnc12,CCCCCCCCCCCCCCCCC1(CCCCCCCCCCCCCCCC)c2c:C3:sc2-c2sc(cc21)-c1cnc(c2nsnc12)-c1cc2c(s1)-c1sc(cc1C2(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)-c1ncc(c2nsnc12)-c1cc2c(s1)-c1sc(cc1C2(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)-c1cnc(c2nsnc12)-c1cc2c(s1)-c1sc(cc1C2(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)-c1ncc(c2nsnc12)-c1cc2c(s1)-c1sc(cc1C2(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)-c1cnc(c2nsnc12)-c1cc2c(s1)-c1sc(cc1C2(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)-c1nc:C3:c2nsnc12
NDI-T-2HD,*c5ccc(c1cc3c(=O)n(CC(CCCCCC)CCCCCCCC)c(=O)c4c(*)cc2c(=O)n(CC(CCCCCC)CCCCCCCC)c(=O)c1c2c34)s5,CCCCCCCCC(CCCCCC)CN1C(=O)c2cc(-c3ccc(c4cc5c6c(c(-c7ccc(*)s7)cc7c6c4C(=O)N(CC(CCCCCC)CCCCCCCC)C7=O)C(=O)N(CC(CCCCCC)CCCCCCCC)C5=O)s3)c3c4c(cc(*)c(c24)C1=O)C(=O)N(CC(CCCCCC)CCCCCCCC)C3=O,CCCCCCCCC(CCCCCC)CN1C(=O)c2cc(-c3ccc(-c4cc5c6c(c(-c7ccc(c8cc9c%10c(c(-c%11ccc(*)s%11)cc%11c%10c8C(=O)N(CC(CCCCCC)CCCCCCCC)C%11=O)C(=O)N(CC(CCCCCC)CCCCCCCC)C9=O)s7)cc7c6c4C(=O)N(CC(CCCCCC)CCCCCCCC)C7=O)C(=O)N(CC(CCCCCC)CCCCCCCC)C5=O)s3)c3c4c(cc(*)c(c24)C1=O)C(=O)N(CC(CCCCCC)CCCCCCCC)C3=O,CCCCCCCCC(CCCCCC)CN1C(=O)c2cc3c4c5c(c:C(:c(c25)C1=O)C1:ccc-3s:1)C(=O)N(CC(CCCCCC)CCCCCCCC)C4=O,CCCCCCCCC(CCCCCC)CN1C(=O)c2cc3c4c5c(cc(c(c25)C1=O)-c1cc:C(:s1)C1:cc2c5c(c(cc6c5c:1C(=O)N(CC(CCCCCC)CCCCCCCC)C6=O)-c1ccc-3s1)C(=O)N(CC(CCCCCC)CCCCCCCC)C2=O)C(=O)N(CC(CCCCCC)CCCCCCCC)C4=O,CCCCCCCCC(CCCCCC)CN1C(=O)c2cc3c4c5c(cc(c(c25)C1=O)-c1ccc(s1)-c1cc2c5c(c(cc6c5c1C(=O)N(CC(CCCCCC)CCCCCCCC)C6=O)-c1ccc(s1)-c1cc5c6c(:C(:cc7c6c1C(=O)N(CC(CCCCCC)CCCCCCCC)C7=O)C1:ccc-3s:1)C(=O)N(CC(CCCCCC)CCCCCCCC)C5=O)C(=O)N(CC(CCCCCC)CCCCCCCC)C2=O)C(=O)N(CC(CCCCCC)CCCCCCCC)C4=O
PBDT-TTz,*C9=CC8=C(c1cc(CCCCCC)c(CCCCCC)s1)C6SC(c5sc(c4nc3sc(c2cc(CCCCCCCC)c(*)s2)nc3s4)cc5CCCCCCCC)=CC6=C(c7cc(CCCCCC)c(CCCCCC)s7)C8S9,CCCCCCCCc1cc(-c2nc3sc(-c4cc(CCCCCCCC)c(C5=CC6=C(c7cc(CCCCCC)c(CCCCCC)s7)C7SC(c8sc(-c9nc%10sc(-c%11cc(CCCCCCCC)c(C%12=CC%13=C(c%14cc(CCCCCC)c(CCCCCC)s%14)C%14SC(*)=CC%14=C(c%14cc(CCCCCC)c(CCCCCC)s%14)C%13S%12)s%11)nc%10s9)cc8CCCCCCCC)=CC7=C(c7cc(CCCCCC)c(CCCCCC)s7)C6S5)s4)nc3s2)sc1*,CCCCCCCCc1cc(-c2nc3sc(-c4cc(CCCCCCCC)c(C5=CC6=C(c7cc(CCCCCC)c(CCCCCC)s7)C7SC(c8sc(-c9nc%10sc(-c%11cc(CCCCCCCC)c(C%12=CC%13=C(c%14cc(CCCCCC)c(CCCCCC)s%14)C%14SC(c%15sc(-c%16nc%17sc(-c%18cc(CCCCCCCC)c(C%19=CC%20=C(c%21cc(CCCCCC)c(CCCCCC)s%21)C%21SC(*)=CC%21=C(c%21cc(CCCCCC)c(CCCCCC)s%21)C%20S%19)s%18)nc%17s%16)cc%15CCCCCCCC)=CC%14=C(c%14cc(CCCCCC)c(CCCCCC)s%14)C%13S%12)s%11)nc%10s9)cc8CCCCCCCC)=CC7=C(c7cc(CCCCCC)c(CCCCCC)s7)C6S5)s4)nc3s2)sc1*,CCCCCCCCc1cc2s:C:1C1=CC3=C(c4cc(CCCCCC)c(CCCCCC)s4)C4SC(=CC4=C(c4cc(CCCCCC)c(CCCCCC)s4)C3S1)c1sc(cc1CCCCCCCC)-c1nc3sc-2nc3s1,CCCCCCCCc1cc2s:C:1C1=CC3=C(c4cc(CCCCCC)c(CCCCCC)s4)C4SC(=CC4=C(c4cc(CCCCCC)c(CCCCCC)s4)C3S1)c1sc(cc1CCCCCCCC)-c1nc3sc(nc3s1)-c1cc(CCCCCCCC)c(s1)C1=CC3=C(c4cc(CCCCCC)c(CCCCCC)s4)C4SC(=CC4=C(c4cc(CCCCCC)c(CCCCCC)s4)C3S1)c1sc(cc1CCCCCCCC)-c1nc3sc-2nc3s1,CCCCCCCCc1cc2sc1C1=CC3=C(c4cc(CCCCCC)c(CCCCCC)s4)C4SC(=CC4=C(c4cc(CCCCCC)c(CCCCCC)s4)C3S1)C1:sc(cc:1CCCCCCCC)-c1nc3sc(nc3s1)-c1cc(CCCCCCCC)c(s1)C1=CC3=C(c4cc(CCCCCC)c(CCCCCC)s4)C4SC(=CC4=C(c4cc(CCCCCC)c(CCCCCC)s4)C3S1)c1sc(cc1CCCCCCCC)-c1nc3sc(nc3s1)-c1cc(CCCCCCCC)c(s1)C1=CC3=C(c4cc(CCCCCC)c(CCCCCC)s4)C4SC(=CC4=C(c4cc(CCCCCC)c(CCCCCC)s4)C3S1)c1sc(cc1CCCCCCCC)-c1nc3sc-2nc3s1
P3BT,*c1cc(CCCC)c(*)s1,CCCCc1cc(c2sc(*)cc2CCCC)sc1*,CCCCc1cc(-c2sc(c3sc(*)cc3CCCC)cc2CCCC)sc1*,CCCCc1c:C2:s:C:12,CCCCc1cc2s:C:1C1:cc(CCCC)c-2s:1,CCCCc1c:C2:sc1-c1cc(CCCC)c(s1)-c1cc(CCCC):C2:s1
F8BT,*c5ccc4c3ccc(c1ccc(*)c2nsnc12)cc3C(CCCCCCCC)(CCCCCCCC)c4c5,CCCCCCCCC1(CCCCCCCC)c2cc(c3ccc(-c4ccc5c(c4)C(CCCCCCCC)(CCCCCCCC)c4cc(*)ccc4-5)c4nsnc34)ccc2-c2ccc(-c3ccc(*)c4nsnc34)cc21,CCCCCCCCC1(CCCCCCCC)c2cc(*)ccc2-c2ccc(-c3ccc(c4ccc5c(c4)C(CCCCCCCC)(CCCCCCCC)c4cc(-c6ccc(-c7ccc8c(c7)C(CCCCCCCC)(CCCCCCCC)c7cc(-c9ccc(*)c%10nsnc9%10)ccc7-8)c7nsnc67)ccc4-5)c4nsnc34)cc21,CCCCCCCCC1(CCCCCCCC)c2c:C3:ccc2-c2ccc(cc21)-c1cc:C3:c2nsnc12,CCCCCCCCC1(CCCCCCCC)c2cc3ccc2-c2ccc(cc21)-c1cc:C(:c2nsnc12)C1:ccc2c(c:1)C(CCCCCCCC)(CCCCCCCC)c1cc(ccc1-2)-c1ccc-3c2nsnc12,CCCCCCCCC1(CCCCCCCC)c2cc3ccc2-c2cc:C(:cc21)C1:ccc(c2nsnc:12)-c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1cc(ccc1-2)-c1ccc(c2nsnc12)-c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1cc(ccc1-2)-c1ccc-3c2nsnc12
PDPP-TVT,*c6ccc(/C=C/c5ccc(c4ccc(c3c2c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c(c1ccc(*)s1)c2c(=O)n3CC(CCCCCCCC)CCCCCCCCCC)s4)s5)s6,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(/C=C/c5ccc(c6ccc(C7=C8C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c9ccc(-c%10ccc(/C=C/c%11ccc(*)s%11)s%10)s9)=C8C(=O)N7CC(CCCCCCCC)CCCCCCCCCC)s6)s5)s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(*)s1,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(/C=C/c5ccc(-c6ccc(C7=C8C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c9ccc(-c%10ccc(/C=C/c%11ccc(c%12ccc(C%13=C%14C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c%15ccc(-c%16ccc(/C=C/c%17ccc(*)s%17)s%16)s%15)=C%14C(=O)N%13CC(CCCCCCCC)CCCCCCCCCC)s%12)s%11)s%10)s9)=C8C(=O)N7CC(CCCCCCCC)CCCCCCCCCC)s6)s5)s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(*)s1,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C3c4ccc(s4)-c4ccc(s4)/C=C/c4cc:C(:s4)C4:ccc(s:4)C1=C2C(=O)N3CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C3c4ccc(s4)-c4ccc(s4)/C=C/c4ccc(s4)-c4ccc(s4)C4=C5C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(=C5C(=O)N4CC(CCCCCCCC)CCCCCCCCCC)c4cc:C(:s4)C4:ccc(s:4)/C=C/c4ccc(s4)-c4ccc(s4)C1=C2C(=O)N3CC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C3c4ccc(s4)-c4ccc(s4)/C=C/c4cc:C(:s4)C4:ccc(s:4)C4=C5C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(=C5C(=O)N4CC(CCCCCCCC)CCCCCCCCCC)c4ccc(s4)-c4ccc(s4)/C=C/c4ccc(s4)-c4ccc(s4)C4=C5C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(=C5C(=O)N4CC(CCCCCCCC)CCCCCCCCCC)c4ccc(s4)-c4ccc(s4)/C=C/c4ccc(s4)-c4ccc(s4)C1=C2C(=O)N3CC(CCCCCCCC)CCCCCCCCCC
QZ1,CCCCCCCCCCOc2cc(C#Cc1cc(C(=O)N(CCCCCCCC)CCCCCCCC)c(*)cc1C(=O)N(CCCCCCCC)CCCCCCCC)c(OCCCCCCCCCC)cc2C#C*,CCCCCCCCCCOc1cc(C#Cc2cc(C(=O)N(CCCCCCCC)CCCCCCCC)c(C#Cc3cc(OCCCCCCCCCC)c(C#Cc4cc(C(=O)N(CCCCCCCC)CCCCCCCC)c(*)cc4C(=O)N(CCCCCCCC)CCCCCCCC)cc3OCCCCCCCCCC)cc2C(=O)N(CCCCCCCC)CCCCCCCC)c(OCCCCCCCCCC)cc1C#C*,CCCCCCCCCCOc1cc(C#Cc2cc(C(=O)N(CCCCCCCC)CCCCCCCC)c(C#Cc3cc(OCCCCCCCCCC)c(C#Cc4cc(C(=O)N(CCCCCCCC)CCCCCCCC)c(C#Cc5cc(OCCCCCCCCCC)c(C#Cc6cc(C(=O)N(CCCCCCCC)CCCCCCCC)c(*)cc6C(=O)N(CCCCCCCC)CCCCCCCC)cc5OCCCCCCCCCC)cc4C(=O)N(CCCCCCCC)CCCCCCCC)cc3OCCCCCCCCCC)cc2C(=O)N(CCCCCCCC)CCCCCCCC)c(OCCCCCCCCCC)cc1C#C*,CCCCCCCCCCOc1cc2c(OCCCCCCCCCC)cc1C#CC1:cc(C(=O)N(CCCCCCCC)CCCCCCCC)c(cc:1C(=O)N(CCCCCCCC)CCCCCCCC)C#C2,CCCCCCCCCCOc1cc2c(OCCCCCCCCCC)cc1C#Cc1cc(C(=O)N(CCCCCCCC)CCCCCCCC):C(:cc1C(=O)N(CCCCCCCC)CCCCCCCC)C#Cc1cc(OCCCCCCCCCC)c(cc1OCCCCCCCCCC)C#Cc1cc(C(=O)N(CCCCCCCC)CCCCCCCC)c(cc1C(=O)N(CCCCCCCC)CCCCCCCC)C#C2,CCCCCCCCCCOc1cc2c(OCCCCCCCCCC)cc1C#Cc1cc(C(=O)N(CCCCCCCC)CCCCCCCC)c(cc1C(=O)N(CCCCCCCC)CCCCCCCC)C#Cc1cc(OCCCCCCCCCC)c(cc1OCCCCCCCCCC)C#Cc1cc(C(=O)N(CCCCCCCC)CCCCCCCC)c(cc1C(=O)N(CCCCCCCC)CCCCCCCC)C#Cc1cc(OCCCCCCCCCC)c(cc1OCCCCCCCCCC)C#CC1:cc(C(=O)N(CCCCCCCC)CCCCCCCC)c(cc:1C(=O)N(CCCCCCCC)CCCCCCCC)C#C2
pBTTT12,*c4cc(CCCCCCCCCCCC)c(c3cc2sc(c1sc(*)cc1CCCCCCCCCCCC)cc2s3)s4,CCCCCCCCCCCCc1cc(*)sc1-c1cc2sc(-c3sc(c4cc(CCCCCCCCCCCC)c(-c5cc6sc(-c7sc(*)cc7CCCCCCCCCCCC)cc6s5)s4)cc3CCCCCCCCCCCC)cc2s1,CCCCCCCCCCCCc1cc(*)sc1-c1cc2sc(-c3sc(c4cc(CCCCCCCCCCCC)c(-c5cc6sc(-c7sc(-c8cc(CCCCCCCCCCCC)c(-c9cc%10sc(-c%11sc(*)cc%11CCCCCCCCCCCC)cc%10s9)s8)cc7CCCCCCCCCCCC)cc6s5)s4)cc3CCCCCCCCCCCC)cc2s1,CCCCCCCCCCCCc1c:C2:sc1-c1cc3sc(cc3s1)-c1s:C2:cc1CCCCCCCCCCCC,CCCCCCCCCCCCc1c:C2:sc1-c1cc3sc(cc3s1)-c1sc(cc1CCCCCCCCCCCC)-c1cc(CCCCCCCCCCCC)c(s1)-c1cc3sc(cc3s1)-c1s:C2:cc1CCCCCCCCCCCC,CCCCCCCCCCCCc1cc2sc1-c1cc3sc(cc3s1)-c1s:C(:cc1CCCCCCCCCCCC)C1:cc(CCCCCCCCCCCC)c(s:1)-c1cc3sc(cc3s1)-c1sc(cc1CCCCCCCCCCCC)-c1cc(CCCCCCCCCCCC)c(s1)-c1cc3sc(cc3s1)-c1sc-2cc1CCCCCCCCCCCC
NDI-C3,CCCCCCCCCCC(CCCCCCCC)Cn3c(=O)c4cc(c2ccc(CCCc1csc(*)c1)s2)c6c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c5cc(*)c(c3=O)c4c56,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc(-c3ccc(CCCc4csc(c5cc6c7c(c(-c8ccc(CCCc9csc(*)c9)s8)cc8c7c5C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C8=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)c4)s3)c3c4c(cc(*)c(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc(-c3ccc(CCCc4csc(-c5cc6c7c(c(-c8ccc(CCCc9csc(c%10cc%11c%12c(c(-c%13ccc(CCCc%14csc(*)c%14)s%13)cc%13c%12c%10C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C%13=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C%11=O)c9)s8)cc8c7c5C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C8=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)c4)s3)c3c4c(cc(*)c(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc3c4c5c(c:C(:c(c25)C1=O)C1:cc(cs:1)CCCc1ccc-3s1)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc3c4c5c(c:C(:c(c25)C1=O)C1:cc(cs:1)CCCc1ccc(s1)-c1cc2c5c(c(cc6c5c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)-c1cc(cs1)CCCc1ccc-3s1)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc3c4c5c(c:C(:c(c25)C1=O)C1:cc(cs:1)CCCc1ccc(s1)-c1cc2c5c(c(cc6c5c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)-c1cc(cs1)CCCc1ccc(s1)-c1cc5c6c(c(cc7c6c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C7=O)-c1cc(cs1)CCCc1ccc-3s1)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C5=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O
NDI-C4,CCCCCCCCCCC(CCCCCCCC)Cn3c(=O)c4cc(c2ccc(CCCCc1csc(*)c1)s2)c6c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c5cc(*)c(c3=O)c4c56,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc(-c3ccc(CCCCc4csc(c5cc6c7c(c(-c8ccc(CCCCc9csc(*)c9)s8)cc8c7c5C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C8=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)c4)s3)c3c4c(cc(*)c(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc(-c3ccc(CCCCc4csc(-c5cc6c7c(c(-c8ccc(CCCCc9csc(c%10cc%11c%12c(c(-c%13ccc(CCCCc%14csc(*)c%14)s%13)cc%13c%12c%10C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C%13=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C%11=O)c9)s8)cc8c7c5C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C8=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)c4)s3)c3c4c(cc(*)c(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc3c4c5c(c:C(:c(c25)C1=O)C1:cc(cs:1)CCCCc1ccc-3s1)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc3c4c5c(c:C(:c(c25)C1=O)C1:cc(cs:1)CCCCc1ccc(s1)-c1cc2c5c(c(cc6c5c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)-c1cc(cs1)CCCCc1ccc-3s1)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2cc3c4c5c(c:C(:c(c25)C1=O)C1:cc(cs:1)CCCCc1ccc(s1)-c1cc2c5c(c(cc6c5c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)-c1cc(cs1)CCCCc1ccc(s1)-c1cc5c6c(c(cc7c6c1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C7=O)-c1cc(cs1)CCCCc1ccc-3s1)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C5=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C4=O
