index to extract,derived Rh (nm),normalized intensity (0-1),normalized intensity (0-1) corrected,intensity weighted average Rh (nm),intensity weighted average over log(Rh (nm))
818.0,"[0.17, 0.237, 0.385, 0.628, 1.022, 1.663, 2.826, 3.114, 3.483, 3.59, 3.997, 4.243, 5.631, 5.675, 7.612, 7.909, 8.621, 9.245, 9.992, 10.15, 10.668, 13.748, 22.63, 36.819, 59.905, 97.466, 158.579, 258.009, 410.598]","[0.062, 0.015, 0.06, 0.014, 0.012, 0.014, 0.034, 0.162, 0.342, 0.467, 0.595, 0.738, 0.862, 0.952, 0.854, 0.733, 0.622, 0.49, 0.376, 0.261, 0.144, 0.036, 0.028, 0.031, 0.033, 0.036, 0.039, 0.041, 0.044]","[0.05319149 0.00319149 0.05106383 0.00212766 0.         0.00212766
 0.02340426 0.15957447 0.35106383 0.48404255 0.62021277 0.77234043
 0.90425532 1.         0.89574468 0.76702128 0.64893617 0.50851064
 0.38723404 0.26489362 0.14042553 0.02553191 0.01702128 0.02021277
 0.02234043 0.02553191 0.0287234  0.03085106 0.03404255]",10.082583946315655,6.23184133072953
823.0,"[1.632, 2.078, 2.707, 3.288, 4.12, 4.702, 5.367, 6.673, 8.106, 10.078, 11.959, 14.64, 20.456, 26.237, 34.717, 39.318, 48.132, 57.562, 71.015, 85.592, 103.966, 122.416, 154.593, 182.027, 221.103, 270.665, 326.222]","[0.014, 0.017, 0.014, 0.081, 0.054, 0.014, 0.014, 0.01, 0.007, 0.002, 0.001, 0.0, 0.001, 0.0, 0.001, 0.033, 0.06, 0.111, 0.133, 0.135, 0.141, 0.136, 0.126, 0.102, 0.073, 0.051, 0.018]","[0.09929078 0.12056738 0.09929078 0.57446809 0.38297872 0.09929078
 0.09929078 0.07092199 0.04964539 0.0141844  0.0070922  0.
 0.0070922  0.         0.0070922  0.23404255 0.42553191 0.78723404
 0.94326241 0.95744681 1.         0.96453901 0.89361702 0.72340426
 0.5177305  0.36170213 0.12765957]",102.06152779836916,60.221049273341094
824.0,"[1.441, 1.778, 2.094, 2.624, 2.995, 3.113, 3.811, 4.453, 4.965, 5.623, 6.469, 7.441, 8.427, 9.619, 12.053, 14.527, 17.645, 20.776, 26.649, 31.623, 38.114, 47.022, 55.798, 67.777, 82.97, 100.0, 120.526, 149.857, 176.45, 217.69, 260.34, 313.777, 347.169]","[0.017, 0.019, 0.02, 0.015, 0.017, 0.03, 0.037, 0.024, 0.019, 0.016, 0.013, 0.015, 0.015, 0.014, 0.009, 0.013, 0.009, 0.009, 0.01, 0.007, 0.046, 0.094, 0.135, 0.15, 0.164, 0.161, 0.146, 0.115, 0.095, 0.057, 0.029, 0.0, 0.0]","[0.10365854 0.11585366 0.12195122 0.09146341 0.10365854 0.18292683
 0.22560976 0.14634146 0.11585366 0.09756098 0.07926829 0.09146341
 0.09146341 0.08536585 0.05487805 0.07926829 0.05487805 0.05487805
 0.06097561 0.04268293 0.2804878  0.57317073 0.82317073 0.91463415
 1.         0.98170732 0.8902439  0.70121951 0.57926829 0.34756098
 0.17682927 0.         0.        ]",83.83863157894737,49.599940583199384
825.0,"[27.922, 31.135, 37.818, 44.877, 53.67, 64.686, 79.186, 96.936, 117.746, 143.023, 169.719, 204.555, 254.335, 294.846, 331.337]","[0.01, 0.009, 0.006, 0.052, 0.109, 0.155, 0.184, 0.186, 0.178, 0.154, 0.116, 0.069, 0.012, 0.0, 0.0]","[0.05376344 0.0483871  0.03225806 0.27956989 0.58602151 0.83333333
 0.98924731 1.         0.95698925 0.82795699 0.62365591 0.37096774
 0.06451613 0.         0.        ]",105.99570645161289,96.14773581024359
827.0,"[34.717, 40.878, 47.759, 55.798, 66.73, 72.129, 75.575, 80.428, 84.271, 89.681, 94.7, 98.456, 119.592, 144.14, 169.719]","[0.004, 0.004, 0.001, 0.005, 0.139, 0.508, 0.71, 1.01, 0.826, 0.503, 0.244, 0.075, 0.004, 0.003, 0.0]","[3.96039604e-03 3.96039604e-03 9.90099010e-04 4.95049505e-03
 1.37623762e-01 5.02970297e-01 7.02970297e-01 1.00000000e+00
 8.17821782e-01 4.98019802e-01 2.41584158e-01 7.42574257e-02
 3.96039604e-03 2.97029703e-03 0.00000000e+00]",81.15853270564916,80.78370718851657
828.0,"[1.493, 1.846, 2.42, 2.995, 3.847, 4.73, 5.578, 7.101, 8.311, 10.045, 11.81, 13.6, 18.143, 26.578, 41.594, 55.735, 70.48, 87.485, 111.869, 133.799, 165.712, 243.835]","[0.0, 0.125, 0.35, 0.585, 0.77, 0.86, 0.87, 0.795, 0.655, 0.43, 0.22, 0.07, 0.01, -0.02, -0.005, 0.065, 0.145, 0.2, 0.155, 0.06, 0.0, 0.0]","[0.02247191 0.16292135 0.41573034 0.67977528 0.88764045 0.98876404
 1.         0.91573034 0.75842697 0.50561798 0.26966292 0.1011236
 0.03370787 0.         0.01685393 0.09550562 0.18539326 0.24719101
 0.19662921 0.08988764 0.02247191 0.02247191]",16.283223451327434,7.368993450361592
829.0,"[1.928, 2.083, 2.482, 2.773, 3.231, 3.785, 4.089, 5.049, 6.244, 7.271, 8.038, 8.518, 9.416, 10.394, 11.321, 12.543, 14.584, 15.79, 18.143, 22.321, 32.335, 47.438, 63.283, 74.85, 89.99, 111.454, 136.915, 162.302, 201.462, 247.853]","[0.02, 0.14, 0.42, 0.665, 0.895, 1.06, 1.18, 1.3, 1.23, 1.055, 0.93, 0.82, 0.695, 0.56, 0.435, 0.325, 0.14, 0.075, 0.01, 0.005, 0.0, -0.02, 0.02, 0.05, 0.09, 0.13, 0.115, 0.06, 0.015, 0.01]","[0.03030303 0.12121212 0.33333333 0.51893939 0.69318182 0.81818182
 0.90909091 1.         0.9469697  0.81439394 0.71969697 0.63636364
 0.54166667 0.43939394 0.34469697 0.26136364 0.12121212 0.0719697
 0.02272727 0.01893939 0.01515152 0.         0.03030303 0.0530303
 0.08333333 0.11363636 0.10227273 0.06060606 0.02651515 0.02272727]",12.324965080583269,6.675724640474618
830.0,"[4.035, 4.404, 5.198, 6.939, 8.505, 10.09, 12.312, 15.465, 18.621, 23.079, 27.83, 32.99, 39.428, 48.869, 60.75, 82.93, 107.391, 136.306, 167.693, 213.796, 261.274, 310.179, 378.218, 454.38, 527.543, 619.809, 789.036]","[-0.01, -0.02, -0.005, 0.04, 0.11, 0.16, 0.2, 0.235, 0.185, 0.13, 0.09, 0.035, 0.035, 0.08, 0.145, 0.34, 0.58, 0.785, 0.98, 1.115, 1.165, 1.12, 0.955, 0.69, 0.395, 0.08, 0.005]","[0.00843882 0.         0.01265823 0.05063291 0.10970464 0.15189873
 0.18565401 0.21518987 0.17299578 0.12658228 0.092827   0.0464135
 0.0464135  0.08438819 0.13924051 0.30379747 0.50632911 0.67932489
 0.84388186 0.95780591 1.         0.96202532 0.82278481 0.59915612
 0.35021097 0.08438819 0.02109705]",227.25721013779528,154.97317410119877
831.0,"[3.431, 4.044, 4.833, 6.324, 7.485, 9.209, 10.771, 12.049, 15.351, 18.497, 24.97, 31.272, 35.166, 40.227, 47.579, 57.033, 68.773, 82.072, 108.675, 126.08, 161.82, 179.021, 187.458, 206.155, 210.331, 232.515, 250.257, 271.16, 281.211, 300.429, 369.608]","[0.0, 0.005, 0.105, 0.215, 0.25, 0.245, 0.2, 0.155, 0.085, 0.04, 0.06, 0.175, 0.265, 0.37, 0.5, 0.72, 0.88, 1.07, 1.26, 1.36, 1.34, 1.22, 1.13, 0.97, 0.805, 0.68, 0.475, 0.215, 0.06, 0.005, 0.0]","[0.         0.00367647 0.07720588 0.15808824 0.18382353 0.18014706
 0.14705882 0.11397059 0.0625     0.02941176 0.04411765 0.12867647
 0.19485294 0.27205882 0.36764706 0.52941176 0.64705882 0.78676471
 0.92647059 1.         0.98529412 0.89705882 0.83088235 0.71323529
 0.59191176 0.5        0.34926471 0.15808824 0.04411765 0.00367647
 0.        ]",130.20593371467027,97.99864122883588
832.0,"[2.818, 3.758, 4.597, 5.788, 6.879, 8.414, 10.593, 12.957, 15.622, 19.11, 23.714, 28.592, 33.497, 41.567, 50.845, 57.876, 66.834, 81.752, 98.571, 120.573, 141.254, 153.993, 172.783, 188.365, 205.353, 230.409, 269.929, 386.812]","[0.018, 0.018, 0.045, 0.107, 0.163, 0.193, 0.203, 0.177, 0.158, 0.139, 0.146, 0.192, 0.31, 0.491, 0.704, 0.862, 1.022, 1.137, 1.154, 1.04, 0.892, 0.771, 0.568, 0.371, 0.257, 0.057, 0.028, 0.025]","[0.         0.         0.02376761 0.07834507 0.12764085 0.1540493
 0.16285211 0.13996479 0.12323944 0.10651408 0.11267606 0.15316901
 0.25704225 0.41637324 0.60387324 0.74295775 0.88380282 0.98503521
 1.         0.89964789 0.7693662  0.66285211 0.48415493 0.31073944
 0.21038732 0.03433099 0.00880282 0.00616197]",92.23759689128816,72.19332762846973
833.0,"[1.82, 2.28, 2.908, 3.5, 4.473, 5.518, 6.971, 8.371, 10.147, 12.239, 14.936, 18.253, 21.938, 27.244, 34.556, 51.349, 76.336, 91.954, 107.73, 135.968, 166.08, 208.301, 249.124, 306.9, 361.654, 461.598]","[0.013, 0.166, 0.36, 0.59, 0.808, 0.961, 1.026, 1.026, 0.95, 0.809, 0.621, 0.451, 0.263, 0.104, 0.022, 0.017, 0.017, 0.059, 0.135, 0.189, 0.212, 0.183, 0.131, 0.066, 0.019, 0.02]","[0.         0.15103653 0.34254689 0.56959526 0.78479763 0.93583416
 1.         1.         0.92497532 0.7857848  0.60019743 0.43237907
 0.24679171 0.08983218 0.0088845  0.00394867 0.00394867 0.04540967
 0.12043435 0.17374136 0.1964462  0.16781836 0.11648569 0.05231984
 0.005923   0.00691017]",26.311389414414414,10.605451902859961
834.0,"[2.219, 2.874, 3.492, 3.9, 4.495, 5.257, 5.598, 7.18, 8.465, 10.4, 11.351, 12.294, 13.328, 15.193, 16.019, 17.928, 21.859, 43.379, 60.7, 71.851, 88.833, 111.917, 142.27, 174.793, 210.461, 253.976, 302.12, 390.835, 483.207, 665.312]","[0.013, 0.007, 0.16, 0.408, 0.672, 0.926, 1.149, 1.414, 1.373, 1.074, 0.821, 0.668, 0.527, 0.245, 0.139, 0.015, 0.016, 0.005, 0.011, 0.023, 0.206, 0.435, 0.583, 0.483, 0.319, 0.184, 0.06, 0.037, 0.02, 0.014]","[0.00567779 0.00141945 0.1100071  0.28601845 0.47338538 0.65365507
 0.81192335 1.         0.97090135 0.75869411 0.57913414 0.47054649
 0.37047551 0.17033357 0.09510291 0.00709723 0.00780696 0.
 0.00425834 0.01277502 0.14265436 0.30518098 0.41022001 0.33924769
 0.22285309 0.12704045 0.03903478 0.02271114 0.01064585 0.00638751]",39.3947869612887,13.931650269766253
835.0,"[2.544, 2.99, 3.621, 3.915, 4.229, 4.591, 4.88, 5.241, 5.656, 7.284, 8.677, 9.461, 10.247, 10.882, 11.381, 12.092, 14.481, 18.195, 39.005, 49.985, 54.627, 60.836, 68.546, 76.955, 95.828, 103.19, 114.352, 134.151, 173.855, 243.162, 305.39]","[0.007, 0.125, 0.437, 0.661, 0.872, 1.149, 1.349, 1.484, 1.685, 1.803, 1.497, 1.232, 0.879, 0.668, 0.456, 0.25, 0.015, 0.01, 0.011, 0.064, 0.229, 0.441, 0.605, 0.723, 0.6, 0.371, 0.118, 0.012, 0.012, 0.013, 0.001]","[0.00332963 0.06881243 0.24195339 0.36625971 0.48335183 0.63706992
 0.74805771 0.82297447 0.9345172  1.         0.83018868 0.68312986
 0.4872364  0.37014428 0.25249723 0.1381798  0.00776915 0.00499445
 0.00554939 0.03496115 0.12652608 0.24417314 0.33518313 0.40066593
 0.33240844 0.20532741 0.06492786 0.00610433 0.00610433 0.00665927
 0.        ]",19.99851126887536,10.072520752167213
838.0,"[0.834, 1.171, 1.716, 2.452, 2.9, 3.225, 4.237, 5.098, 6.018, 7.358, 8.214, 9.823, 10.235, 12.145, 13.684, 14.902, 21.27, 26.237, 29.933, 37.972, 46.1, 54.484, 63.276, 93.526, 114.077, 130.915, 159.585, 201.459, 233.096, 272.14, 323.472, 408.463, 456.945, 572.28, 704.562, 837.754, 954.01, 1195.438, 1471.97, 1766.432]","[0.0, 0.0, 0.004, 0.01, 0.029, 0.044, 0.072, 0.091, 0.098, 0.107, 0.087, 0.062, 0.045, 0.027, 0.011, 0.0, -0.002, 0.009, 0.021, 0.045, 0.067, 0.082, 0.096, 0.096, 0.089, 0.08, 0.068, 0.058, 0.045, 0.035, 0.029, 0.021, 0.015, 0.011, 0.007, 0.004, 0.002, 0.001, -0.001, -0.001]","[0.01834862 0.01834862 0.05504587 0.11009174 0.28440367 0.42201835
 0.67889908 0.85321101 0.91743119 1.         0.81651376 0.58715596
 0.43119266 0.26605505 0.11926606 0.01834862 0.         0.10091743
 0.21100917 0.43119266 0.63302752 0.7706422  0.89908257 0.89908257
 0.83486239 0.75229358 0.64220183 0.55045872 0.43119266 0.33944954
 0.28440367 0.21100917 0.1559633  0.11926606 0.08256881 0.05504587
 0.03669725 0.02752294 0.00917431 0.00917431]",92.94255656934308,31.6995401596608
839.0,"[1.998, 2.883, 3.321, 4.146, 5.067, 5.77, 7.012, 8.788, 9.948, 10.59, 12.113, 14.56, 17.864, 26.31, 29.684, 32.838, 36.679, 42.68, 52.228, 75.319, 90.526, 108.82, 130.841, 158.96, 193.104, 225.185, 265.249, 335.606, 399.251, 484.754, 721.469, 1062.656]","[-0.001, 0.0, 0.021, 0.053, 0.098, 0.137, 0.116, 0.092, 0.066, 0.046, 0.018, 0.009, -0.002, -0.002, 0.022, 0.035, 0.057, 0.076, 0.103, 0.113, 0.106, 0.096, 0.083, 0.067, 0.052, 0.039, 0.028, 0.015, 0.008, 0.001, -0.003, -0.005]","[0.02816901 0.03521127 0.18309859 0.4084507  0.72535211 1.
 0.85211268 0.68309859 0.5        0.35915493 0.16197183 0.09859155
 0.02112676 0.02112676 0.19014085 0.28169014 0.43661972 0.57042254
 0.76056338 0.83098592 0.78169014 0.71126761 0.61971831 0.50704225
 0.40140845 0.30985915 0.23239437 0.14084507 0.0915493  0.04225352
 0.01408451 0.        ]",68.98333626760564,30.279026146455678
840.0,"[1.701, 2.392, 2.739, 3.477, 3.809, 4.159, 4.643, 4.979, 5.676, 6.614, 7.307, 7.814, 9.557, 10.598, 15.952, 19.076, 22.311, 27.784, 31.765, 37.574, 53.825, 65.898, 82.591, 96.064, 114.16, 146.296, 168.37, 213.381, 253.518, 307.531, 381.09, 447.599, 525.556, 643.919, 915.621, 1343.965]","[0.0, 0.002, 0.017, 0.048, 0.069, 0.107, 0.141, 0.164, 0.149, 0.132, 0.114, 0.099, 0.055, 0.02, 0.002, 0.013, 0.028, 0.05, 0.071, 0.084, 0.098, 0.099, 0.09, 0.081, 0.071, 0.058, 0.049, 0.038, 0.029, 0.023, 0.017, 0.013, 0.01, 0.007, 0.006, 0.006]","[0.         0.01219512 0.10365854 0.29268293 0.42073171 0.65243902
 0.8597561  1.         0.90853659 0.80487805 0.69512195 0.60365854
 0.33536585 0.12195122 0.01219512 0.07926829 0.17073171 0.30487805
 0.43292683 0.51219512 0.59756098 0.60365854 0.54878049 0.49390244
 0.43292683 0.35365854 0.29878049 0.23170732 0.17682927 0.1402439
 0.10365854 0.07926829 0.06097561 0.04268293 0.03658537 0.03658537]",60.27713640776699,19.111368987346065
841.0,"[2.028, 2.863, 3.135, 3.893, 4.585, 5.178, 6.809, 7.641, 8.342, 9.358, 10.448, 12.689, 18.122, 21.205, 27.155, 31.341, 39.21, 49.569, 60.11, 70.826, 85.159, 101.174, 123.733, 140.856, 175.904, 208.984, 248.067, 298.466, 366.374, 445.054, 535.474, 645.109, 746.493, 1098.687]","[-0.001, -0.002, 0.026, 0.087, 0.131, 0.142, 0.161, 0.128, 0.101, 0.067, 0.043, 0.002, 0.003, 0.02, 0.047, 0.059, 0.082, 0.089, 0.096, 0.09, 0.084, 0.075, 0.062, 0.052, 0.039, 0.03, 0.02, 0.014, 0.007, 0.001, -0.005, -0.008, -0.009, -0.01]","[0.05263158 0.04678363 0.21052632 0.56725146 0.8245614  0.88888889
 1.         0.80701754 0.64912281 0.4502924  0.30994152 0.07017544
 0.07602339 0.1754386  0.33333333 0.40350877 0.5380117  0.57894737
 0.61988304 0.58479532 0.5497076  0.49707602 0.42105263 0.3625731
 0.28654971 0.23391813 0.1754386  0.14035088 0.0994152  0.06432749
 0.02923977 0.01169591 0.00584795 0.        ]",55.62578429471643,22.404737301992082
