index to extract,derived Rh (nm),normalized intensity (0-1),normalized intensity (0-1) corrected,intensity weighted average Rh (nm),intensity weighted average over log(Rh (nm))
413.0,"[1.653, 2.395, 2.807, 3.121, 3.562, 5.298, 6.377, 7.88, 11.721, 14.485, 17.433, 25.929, 37.559, 57.362, 83.088, 123.582, 188.739]","[-0.001, -0.001, 0.033, 0.059, 0.089, 0.108, 0.085, 0.06, 0.096, 0.13, 0.156, 0.128, 0.08, 0.035, 0.01, -0.001, -0.001]","[0.         0.         0.21656051 0.38216561 0.57324841 0.69426752
 0.5477707  0.38853503 0.61783439 0.8343949  1.         0.82165605
 0.51592357 0.22929936 0.07006369 0.         0.        ]",16.03274953789279,11.371251686192386
414.0,"[1.024, 2.782, 3.202, 3.564, 4.251, 4.888, 5.49, 6.187, 6.929, 7.663, 8.703, 10.189, 11.709, 16.857, 24.77, 30.105, 36.437, 43.974, 54.042, 77.311, 111.333, 162.484, 221.156, 312.851, 468.393, 655.064, 933.519, 1334.18, 1939.261]","[0.0, 0.0, 0.029, 0.062, 0.092, 0.119, 0.136, 0.159, 0.137, 0.125, 0.096, 0.057, 0.017, -0.003, 0.016, 0.047, 0.07, 0.088, 0.106, 0.108, 0.089, 0.062, 0.038, 0.019, 0.006, -0.001, -0.006, -0.006, -0.008]","[0.04790419 0.04790419 0.22155689 0.41916168 0.5988024  0.76047904
 0.86227545 1.         0.86826347 0.79640719 0.62275449 0.38922156
 0.1497006  0.02994012 0.14371257 0.32934132 0.46706587 0.5748503
 0.68263473 0.69461078 0.58083832 0.41916168 0.2754491  0.16167665
 0.08383234 0.04191617 0.01197605 0.01197605 0.        ]",46.73952757158007,16.463036162348917
415.0,"[0.674, 0.997, 1.38, 1.974, 2.813, 3.078, 3.255, 3.498, 3.827, 4.273, 5.038, 5.74, 6.768, 8.554, 12.667, 17.816, 24.218, 28.497, 34.649, 42.149, 48.778, 68.428, 102.121, 147.778, 213.381, 306.627, 439.85, 618.661, 931.603]","[0.0, 0.002, -0.001, 0.0, 0.015, 0.063, 0.112, 0.163, 0.213, 0.181, 0.138, 0.095, 0.05, 0.002, 0.001, 0.001, 0.001, 0.032, 0.068, 0.102, 0.131, 0.141, 0.109, 0.065, 0.029, 0.012, 0.002, 0.002, 0.002]","[0.0046729  0.01401869 0.         0.0046729  0.07476636 0.29906542
 0.52803738 0.76635514 1.         0.85046729 0.64953271 0.44859813
 0.23831776 0.01401869 0.00934579 0.00934579 0.00934579 0.15420561
 0.32242991 0.48130841 0.61682243 0.6635514  0.51401869 0.30841121
 0.14018692 0.06074766 0.01401869 0.01401869 0.01401869]",37.32382159090909,12.737344088143763
416.0,"[0.111, 0.651, 1.364, 1.65, 2.068, 2.366, 3.208, 4.09, 4.988, 7.68, 9.567, 14.561, 20.637, 24.356, 45.912, 68.414]","[-0.028, -0.026, 0.032, 0.171, 0.352, 0.543, 0.768, 0.871, 0.975, 0.826, 0.633, 0.336, 0.161, 0.013, -0.051, -0.052]","[2.33690360e-02 2.53164557e-02 8.17916261e-02 2.17137293e-01
 3.93378773e-01 5.79357352e-01 7.98442064e-01 8.98734177e-01
 1.00000000e+00 8.54917235e-01 6.66991237e-01 3.77799416e-01
 2.07400195e-01 6.32911392e-02 9.73709834e-04 0.00000000e+00]",6.17440213971051,4.836528270465229
417.0,"[0.118, 0.312, 0.786, 1.319, 1.541, 2.011, 2.34, 3.324, 4.468, 5.434, 8.852, 13.49, 21.333, 28.567, 45.678, 75.511, 118.095, 198.13, 286.724, 698.718]","[-0.001, -0.004, 0.009, 0.14, 0.29, 0.389, 0.547, 0.754, 0.886, 0.943, 0.942, 0.79, 0.655, 0.496, 0.336, 0.201, 0.091, 0.022, -0.013, -0.024]","[0.0237849  0.02068252 0.03412616 0.16959669 0.32471562 0.42709411
 0.59048604 0.80455016 0.94105481 1.         0.99896587 0.8417787
 0.70217166 0.5377456  0.37228542 0.23267839 0.11892451 0.0475698
 0.01137539 0.        ]",15.508028502963803,7.576739849097642
418.0,"[0.361, 0.538, 0.801, 1.142, 1.778, 2.769, 3.612, 5.147, 8.377, 14.251, 18.588, 30.253, 43.114, 80.139, 136.338, 212.287, 450.657, 1363.375]","[0.004, 0.003, 0.044, 0.113, 0.328, 0.562, 0.717, 0.872, 0.975, 0.938, 0.815, 0.622, 0.438, 0.244, 0.121, 0.023, -0.023, -0.027]","[0.03093812 0.02994012 0.07085828 0.13972056 0.35429142 0.58782435
 0.74251497 0.89720559 1.         0.96307385 0.84031936 0.64770459
 0.46407186 0.27045908 0.14770459 0.0499002  0.00399202 0.        ]",19.51931592005514,9.734992756379716
419.0,"[0.733, 1.49, 2.319, 3.305, 4.311, 5.878, 8.014, 10.453, 12.478, 19.429, 26.49, 34.551, 47.106, 64.223, 91.525, 136.338, 242.446, 766.682, 1701.254]","[-0.025, 0.007, 0.11, 0.291, 0.473, 0.646, 0.801, 0.904, 0.973, 0.945, 0.849, 0.761, 0.603, 0.437, 0.296, 0.112, -0.029, -0.042, -0.045]","[0.01964637 0.05108055 0.15225933 0.33005894 0.50884086 0.67878193
 0.83104126 0.93222004 1.         0.97249509 0.87819253 0.79174853
 0.63654224 0.47347741 0.33497053 0.15422397 0.01571709 0.00294695
 0.        ]",25.588268213405073,15.984900954630048
420.0,"[0.165, 1.055, 1.705, 2.849, 4.579, 6.911, 11.775, 19.838, 54.107, 81.087, 95.478, 129.528, 211.601, 332.835, 560.373, 1054.733, 1656.704, 2685.653, 3888.924, 6696.104, 10733.841, 17820.239, 28888.077, 45790.938, 71472.881, 114892.671, 198243.309, 225068.259, 336589.913, 469614.803]","[0.011, -0.001, 0.026, 0.098, 0.185, 0.152, 0.028, 0.01, 0.003, 0.046, 0.286, 0.601, 0.915, 0.836, 0.425, 0.014, 0.0, 0.017, 0.03, 0.177, 0.295, 0.035, 0.032, 0.27, 0.675, 0.762, 0.487, 0.32, -0.014, -0.001]","[0.02691066 0.01399354 0.04305705 0.12055974 0.21420883 0.17868676
 0.0452099  0.02583423 0.01829925 0.06458558 0.32292788 0.66200215
 1.         0.91496233 0.47255113 0.03013994 0.01506997 0.03336921
 0.04736276 0.20559742 0.33261572 0.05274489 0.04951561 0.30570506
 0.7416577  0.83530678 0.53928956 0.35952637 0.         0.01399354]",47612.283800840334,2175.2515947722263
421.0,"[0.367, 0.759, 1.569, 3.246, 6.692, 10.224, 13.668, 15.254, 21.325, 26.946, 53.503, 110.729, 228.401, 371.559, 508.113, 874.847, 1823.813, 3825.71, 7994.772, 16627.944, 34486.378, 63285.826]","[0.021, 0.022, 0.017, 0.007, 0.072, 0.213, 0.337, 0.395, 0.377, 0.247, 0.003, -0.016, 0.036, 0.359, 0.696, 0.915, 0.739, 0.429, 0.201, 0.075, 0.01, -0.027]","[0.05095541 0.05201699 0.04670913 0.03609342 0.10509554 0.25477707
 0.38641189 0.44798301 0.42887473 0.29087049 0.03184713 0.01167728
 0.06687898 0.40976645 0.76751592 1.         0.81316348 0.48407643
 0.24203822 0.10828025 0.03927813 0.        ]",1628.6763100314572,250.6475791220425
422.0,"[0.996, 2.058, 4.253, 8.815, 18.162, 37.572, 63.54, 160.367, 278.388, 382.693, 491.063, 741.631, 792.202, 808.174, 1137.209, 2374.705, 4906.407, 10139.506, 20972.355, 43464.17, 66077.517, 100827.969, 133455.268, 185744.402, 284801.612]","[0.02, 0.017, 0.011, 0.028, 0.002, 0.006, 0.049, -0.006, 0.129, 0.526, 0.865, 0.892, 0.566, 0.305, -0.009, -0.029, -0.034, -0.038, -0.036, -0.02, 0.064, 0.164, 0.044, -0.023, -0.059]","[0.08307045 0.07991588 0.07360673 0.09148265 0.06414301 0.06834911
 0.11356467 0.05573081 0.19768665 0.61514196 0.97160883 1.
 0.65720294 0.38275499 0.05257624 0.03154574 0.02628812 0.02208202
 0.02418507 0.04100946 0.12933754 0.23449001 0.10830705 0.03785489
 0.        ]",11393.517970666126,657.9548828819127
447.0,"[1.289, 2.047, 2.7, 3.819, 4.189, 5.277, 8.773, 13.926, 20.153, 31.99, 48.486, 75.206, 116.651, 180.936, 280.647, 445.481, 659.778, 1023.372, 1587.336, 2519.636, 3818.913, 5923.457, 9187.782, 14251.027]","[-0.009, -0.011, 0.037, 0.072, 0.34, 0.693, 0.923, 0.763, 0.42, 0.297, 0.356, 0.562, 0.658, 0.656, 0.557, 0.421, 0.298, 0.211, 0.124, 0.062, 0.048, 0.01, 0.008, -0.006]","[0.00214133 0.         0.05139186 0.0888651  0.375803   0.75374732
 1.         0.82869379 0.4614561  0.32976445 0.39293362 0.61349036
 0.71627409 0.71413276 0.60813704 0.46252677 0.33083512 0.23768737
 0.14453961 0.07815846 0.06316916 0.02248394 0.02034261 0.00535332]",268.1748543977302,52.08831963886099
448.0,"[2.519, 4.268, 5.047, 6.486, 9.633, 12.083, 15.979, 27.154, 59.739, 90.558, 104.499, 133.572, 154.135, 192.772, 305.642, 476.43, 609.95, 748.592, 982.098, 1226.976, 1916.148, 2904.694]","[0.045, 0.078, 0.227, 0.456, 0.432, 0.27, 0.051, 0.061, 0.035, 0.034, 0.194, 0.469, 0.63, 0.893, 0.903, 0.66, 0.521, 0.348, 0.198, 0.071, 0.012, 0.011]","[0.03811659 0.07511211 0.24215247 0.49887892 0.47197309 0.29035874
 0.04484305 0.05605381 0.02690583 0.02578475 0.20515695 0.51345291
 0.69394619 0.98878924 1.         0.72757848 0.57174888 0.37780269
 0.20964126 0.06726457 0.00112108 0.        ]",277.9853669970112,122.5702678722803
449.0,"[0.758, 1.047, 1.516, 2.297, 3.732, 5.527, 8.773, 13.297, 21.6, 34.286, 50.779, 92.588, 119.378, 143.612, 176.804, 222.754, 287.206, 353.586, 435.307, 740.568, 1096.816, 1954.204]","[-0.02, 0.004, 0.002, 0.051, -0.026, -0.04, -0.029, -0.031, -0.007, -0.022, -0.035, -0.05, -0.026, 0.148, 0.372, 0.622, 0.896, 0.482, 0.019, -0.045, -0.022, -0.049]","[0.03171247 0.05708245 0.05496829 0.10676533 0.02536998 0.01057082
 0.02219873 0.02008457 0.04545455 0.02959831 0.01585624 0.
 0.02536998 0.20930233 0.44608879 0.71035941 1.         0.56236786
 0.07293869 0.00528541 0.02959831 0.00105708]",238.44360686095933,153.47843474242254
450.0,"[96.102, 183.465, 278.021, 337.973, 391.163, 492.344, 586.046, 710.755, 1038.429, 1571.331, 2493.742]","[-0.025, -0.028, -0.029, 0.261, 0.527, 0.918, 0.626, 0.297, -0.021, -0.035, -0.037]","[0.01256545 0.00942408 0.00837696 0.31204188 0.59057592 1.
 0.69424084 0.34973822 0.01675393 0.00209424 0.        ]",504.10596889199564,488.4830079507362
492.0,"[6.999, 13.581, 18.581, 24.57, 34.846, 80.499, 179.538, 219.19, 240.811, 273.661, 300.003, 341.112, 376.596, 460.644, 578.799, 675.124, 789.405, 920.279, 1027.382, 3736.423, 26352.572, 28928.46, 29720.59, 30327.86, 35504.948, 42686.568, 51209.474, 62054.328, 69975.745, 282569.997]","[0.008, 0.008, 0.016, 0.012, 0.004, 0.004, 0.008, 0.148, 0.3, 0.467, 0.65, 0.809, 0.891, 1.004, 0.732, 0.525, 0.284, 0.086, 0.008, 0.004, 0.008, 0.171, 0.284, 0.494, 0.735, 0.595, 0.486, 0.233, 0.012, 0.008]","[0.004 0.004 0.012 0.008 0.    0.    0.004 0.144 0.296 0.463 0.646 0.805
 0.887 1.    0.728 0.521 0.28  0.082 0.004 0.    0.004 0.167 0.28  0.49
 0.731 0.591 0.482 0.229 0.008 0.004]",13798.942213995946,1879.9432642599313
493.0,"[1.023, 1.574, 2.383, 3.219, 3.597, 4.216, 4.628, 5.028, 6.508, 7.507, 10.201, 10.341, 11.205, 12.995, 15.071, 16.636, 19.374, 25.951, 26.931, 31.621, 34.476, 43.059, 48.122, 54.717, 71.889, 80.839, 98.805, 121.513, 139.195, 165.469, 209.937, 731.669, 1664.358, 3868.487, 8768.253, 19700.697, 30082.329, 103091.352, 133616.685]","[0.007, 0.007, 0.008, 0.044, 0.079, 0.309, 0.457, 0.618, 0.907, 0.985, 0.939, 0.88, 0.78, 0.6, 0.419, 0.296, 0.135, 0.086, 0.047, 0.154, 0.197, 0.35, 0.426, 0.485, 0.522, 0.47, 0.371, 0.216, 0.126, 0.061, 0.01, 0.007, 0.03, 0.028, 0.016, 0.01, 0.01, 0.007, 0.008]","[0.         0.         0.00102249 0.03783231 0.07361963 0.30879346
 0.4601227  0.62474438 0.9202454  1.         0.95296524 0.89263804
 0.79038855 0.60633947 0.42126789 0.29550102 0.13087935 0.0807771
 0.0408998  0.15030675 0.19427403 0.35071575 0.42842536 0.48875256
 0.52658487 0.47341513 0.37218814 0.21370143 0.12167689 0.05521472
 0.00306748 0.         0.02351738 0.02147239 0.00920245 0.00306748
 0.00306748 0.         0.00102249]",72.65649418497325,16.682069886183186
497.0,"[0.103, 0.141, 0.207, 0.301, 0.405, 0.97, 2.738, 5.919, 7.391, 10.706, 15.976, 22.455, 26.794, 31.042, 36.476, 44.126, 55.824, 63.681, 75.989, 90.664, 127.627, 152.711, 185.486, 222.06, 278.1, 308.912, 392.251, 568.955, 887.697]","[0.193, 0.233, 0.192, 0.015, 0.023, 0.011, 0.018, 0.022, 0.038, 0.037, 0.037, 0.069, 0.153, 0.226, 0.342, 0.498, 0.635, 0.751, 0.831, 0.92, 0.851, 0.747, 0.63, 0.489, 0.309, 0.22, 0.108, 0.019, 0.011]","[0.20022002 0.24422442 0.19911991 0.00440044 0.01320132 0.
 0.00770077 0.01210121 0.02970297 0.02860286 0.02860286 0.06380638
 0.15621562 0.23652365 0.36413641 0.53575358 0.68646865 0.81408141
 0.90209021 1.         0.92409241 0.80968097 0.6809681  0.52585259
 0.32783278 0.22992299 0.10671067 0.00880088 0.        ]",108.76119701528465,58.52331236680776
499.0,"[41.853, 51.376, 65.052, 81.677, 99.132, 124.009, 152.55, 190.925, 244.48]","[0.107, 0.067, 0.393, 0.706, 0.996, 0.741, 0.452, 0.14, 0.148]","[0.04305705 0.         0.35091496 0.68783638 1.         0.7255113
 0.41442411 0.07857912 0.08719053]",109.0627658087067,103.71537251195087
500.0,"[44.125, 56.52, 68.372, 83.365, 103.432, 128.824, 160.42, 199.728, 245.104]","[0.039, 0.068, 0.393, 0.64, 0.932, 0.674, 0.395, 0.094, 0.099]","[0.         0.0324748  0.39641657 0.67301232 1.         0.71108623
 0.39865622 0.06159015 0.06718925]",111.60373751257124,106.59705979484097
501.0,"[44.538, 49.343, 58.035, 65.301, 76.256, 87.325, 97.374, 110.669, 137.428, 154.972, 172.053, 187.688, 202.5, 252.213, 307.099]","[0.019, 0.022, 0.027, 0.193, 0.431, 0.609, 0.764, 0.965, 0.844, 0.661, 0.513, 0.353, 0.135, 0.083, 0.101]","[0.         0.00317125 0.00845666 0.18393235 0.43551797 0.62367865
 0.78752643 1.         0.87209302 0.67864693 0.52219873 0.35306554
 0.12262156 0.06765328 0.08668076]",128.33785777368902,121.50696492357763
503.0,"[40.964, 48.969, 56.486, 65.156, 69.978, 75.157, 85.923, 89.844, 98.231, 109.335, 115.349, 124.997, 136.666, 156.242, 180.225, 219.324]","[-0.001, 0.001, 0.002, 0.126, 0.319, 0.495, 0.689, 0.777, 0.778, 0.708, 0.568, 0.359, 0.201, 0.044, 0.01, 0.012]","[0.         0.00256739 0.00385109 0.16302953 0.41078306 0.63671374
 0.88575096 0.9987163  1.         0.91014121 0.73042362 0.46213094
 0.2593068  0.05776637 0.01412067 0.01668806]",98.26461912225705,96.33397434767022
504.0,"[28.923, 40.6, 56.486, 65.156, 75.157, 85.923, 100.896, 121.695, 137.891, 160.482, 185.115, 231.388]","[0.035, -0.001, 0.002, 0.022, 0.278, 0.574, 0.967, 0.714, 0.421, 0.128, 0.07, 0.053]","[0.03719008 0.         0.00309917 0.02376033 0.28822314 0.59400826
 1.         0.73863636 0.43595041 0.13326446 0.07334711 0.05578512]",110.62392427480917,106.67137370072737
505.0,"[45.595, 62.312, 75.831, 83.653, 95.636, 103.634, 114.325, 122.786, 139.127, 153.478, 163.372, 177.036, 188.449, 219.324, 259.854]","[0.06, 0.023, 0.224, 0.505, 0.826, 0.987, 1.028, 0.828, 0.55, 0.39, 0.231, 0.132, 0.012, 0.013, 0.015]","[4.72440945e-02 1.08267717e-02 2.08661417e-01 4.85236220e-01
 8.01181102e-01 9.59645669e-01 1.00000000e+00 8.03149606e-01
 5.29527559e-01 3.72047244e-01 2.15551181e-01 1.18110236e-01
 0.00000000e+00 9.84251969e-04 2.95275591e-03]",114.51385666194187,111.84336127634438
506.0,"[17.704, 20.06, 24.63, 27.661, 31.906, 37.134, 45.595, 52.593, 60.666, 65.74, 72.521, 83.653, 89.046, 96.493, 101.801, 119.542, 130.701, 135.451, 159.056, 178.623, 213.529, 257.545, 286.658]","[0.083, 0.154, 0.086, 0.181, 0.275, 0.207, 0.093, 0.117, 0.095, 0.096, 0.121, 0.308, 0.541, 0.868, 0.961, 0.94, 0.708, 0.592, 0.547, 0.269, 0.201, 0.11, 0.111]","[0.         0.0808656  0.00341686 0.11161731 0.21867882 0.14123007
 0.01138952 0.03872437 0.01366743 0.01480638 0.04328018 0.25626424
 0.52164009 0.89407745 1.         0.976082   0.7118451  0.57972665
 0.5284738  0.2118451  0.13439636 0.03075171 0.03189066]",112.34368288444831,103.48511023320299
507.0,"[43.996, 53.54, 65.74, 74.489, 82.91, 93.109, 101.801, 127.248, 136.666, 159.056, 169.31, 195.298, 239.798, 302.427]","[0.038, 0.079, 0.042, 0.356, 0.593, 0.809, 0.947, 0.969, 0.852, 0.637, 0.422, 0.129, 0.072, 0.055]","[0.         0.04403867 0.00429646 0.34156821 0.59613319 0.82814178
 0.9763695  1.         0.87432868 0.6433942  0.41245972 0.09774436
 0.03651987 0.01825994]",120.25510332845649,115.84970732780869
508.0,"[41.702, 47.675, 54.505, 63.435, 71.238, 77.196, 89.844, 100.896, 116.384, 126.117, 135.451, 159.056]","[-0.042, -0.02, -0.04, 0.186, 0.452, 0.698, 0.883, 0.639, 0.436, 0.233, 0.05, 0.031]","[0.         0.02378378 0.00216216 0.24648649 0.53405405 0.8
 1.         0.73621622 0.51675676 0.2972973  0.09945946 0.07891892]",93.30170448877804,91.06755889098255
509.0,"[24.101, 33.532, 41.916, 56.293, 65.049, 73.36, 79.177, 93.337, 102.087, 117.348, 123.328, 134.324, 146.352, 168.702, 205.308]","[0.034, 0.036, 0.038, 0.06, 0.16, 0.396, 0.671, 0.888, 0.909, 0.714, 0.498, 0.283, 0.088, 0.05, 0.052]","[0.         0.00228571 0.00457143 0.02971429 0.144      0.41371429
 0.728      0.976      1.         0.77714286 0.53028571 0.28457143
 0.06171429 0.01828571 0.02057143]",100.91316784978245,98.74745480674756
510.0,"[9.42, 10.498, 11.802, 14.004, 16.175, 18.03, 20.845, 24.75, 35.845, 43.722, 56.3, 65.437, 68.246, 74.417, 81.158, 83.92, 89.243, 97.844, 107.391, 113.758, 123.755, 132.282, 156.162, 192.239]","[0.017, 0.017, 0.034, 0.06, 0.078, 0.069, 0.034, 0.026, 0.017, 0.017, 0.017, 0.19, 0.362, 0.569, 0.767, 0.914, 1.009, 0.914, 0.759, 0.569, 0.405, 0.216, 0.026, 0.017]","[0.         0.         0.0171371  0.04334677 0.06149194 0.05241935
 0.0171371  0.00907258 0.         0.         0.         0.17439516
 0.34778226 0.55645161 0.75604839 0.90423387 1.         0.90423387
 0.74798387 0.55645161 0.39112903 0.20060484 0.00907258 0.        ]",91.0997354742345,87.31186913580262
511.0,"[8.305, 10.692, 13.896, 18.9, 20.339, 24.211, 27.516, 32.133, 41.061, 47.387, 54.636, 60.795, 70.125, 80.208, 93.404, 118.111, 157.681]","[0.019, 0.0, 0.019, 0.085, 0.208, 0.509, 0.679, 0.858, 1.009, 0.877, 0.642, 0.472, 0.283, 0.16, 0.028, 0.019, 0.019]","[0.01883053 0.         0.01883053 0.08424182 0.2061447  0.50445986
 0.67294351 0.85034688 1.         0.8691774  0.63627354 0.46778989
 0.28047572 0.15857284 0.02775025 0.01883053 0.01883053]",42.8355798504927,39.7395813817458
512.0,"[19.705, 21.163, 26.93, 31.906, 41.702, 52.593, 67.524, 84.403, 110.315, 137.891, 178.623, 215.443]","[0.063, 0.064, 0.065, 0.067, 0.238, 0.63, 1.038, 1.006, 0.669, 0.179, 0.062, 0.047]","[0.01614531 0.01715439 0.01816347 0.02018163 0.19273461 0.58829465
 1.         0.96770938 0.62764884 0.13319879 0.01513623 0.        ]",77.94061728395062,73.85507032620218
513.0,"[3.405, 4.335, 5.442, 6.74, 8.5, 11.106, 16.743, 20.557, 26.349, 31.299, 39.554, 48.893, 63.099, 78.773, 97.989, 121.391]","[0.277, 0.248, 0.003, 0.02, 0.021, 0.039, 0.041, 0.043, 0.137, 0.492, 0.878, 1.002, 0.712, 0.282, 0.053, 0.055]","[0.27427427 0.24524525 0.         0.01701702 0.01801802 0.03603604
 0.03803804 0.04004004 0.13413413 0.48948949 0.87587588 1.
 0.70970971 0.27927928 0.05005005 0.05205205]",43.32254500587544,33.50571607304955
514.0,"[4.991, 7.128, 10.185, 14.559, 21.534, 30.36, 42.701, 61.103, 87.753, 127.845, 182.154, 265.084, 387.591, 550.252, 793.333, 1123.904]","[0.035, 0.06, 0.061, 0.052, 0.099, 0.269, 0.529, 0.812, 0.96, 0.905, 0.682, 0.336, 0.147, 0.058, 0.06, 0.051]","[0.         0.02702703 0.02810811 0.01837838 0.06918919 0.25297297
 0.53405405 0.84       1.         0.94054054 0.69945946 0.32540541
 0.12108108 0.02486486 0.02702703 0.0172973 ]",123.28064705882353,93.98208140884448
515.0,"[10.55, 15.348, 21.932, 31.906, 46.003, 64.577, 93.944, 133.055, 193.563, 274.148, 391.763, 564.856, 800.02, 1163.835]","[0.072, 0.074, 0.12, 0.255, 0.479, 0.714, 0.949, 0.906, 0.708, 0.365, 0.156, 0.035, 0.037, 0.017]","[0.05901288 0.0611588  0.11051502 0.25536481 0.49570815 0.74785408
 1.         0.95386266 0.74141631 0.37339056 0.14914163 0.0193133
 0.02145923 0.        ]",127.59547644654764,98.78829788868244
535.0,"[0.001, 0.002, 0.004, 0.006, 0.013, 0.025, 0.047, 0.846, 1.264, 1.796, 1.948, 3.563, 6.911, 12.029, 15.137, 113.96]","[-0.009, 0.063, 0.231, 0.399, 0.394, 0.124, 0.068, 0.033, 0.14, 0.419, 0.637, 1.039, 0.738, 0.312, 0.014, 0.0]","[0.         0.06870229 0.22900763 0.38931298 0.38454198 0.1269084
 0.07347328 0.04007634 0.14217557 0.40839695 0.61641221 1.
 0.71278626 0.30629771 0.02194656 0.00858779]",3.4551917404129795,0.6633927468320315
536.0,"[0.001, 0.002, 0.005, 0.007, 0.011, 0.019, 0.039, 0.111, 1.286, 1.793, 1.872, 3.497, 6.669, 9.841, 12.176, 19.825, 231.109, 5515.066]","[0.008, 0.0, 0.09, 0.247, 0.497, 0.525, 0.076, 0.074, 0.058, 0.404, 0.753, 1.082, 0.84, 0.488, 0.248, 0.055, 0.022, 0.0]","[0.00739372 0.         0.0831793  0.22828096 0.45933457 0.48521257
 0.0702403  0.06839187 0.05360444 0.37338262 0.69593346 1.
 0.77634011 0.45101664 0.22920518 0.05083179 0.02033272 0.        ]",4.686286080117066,0.8641440739553412
537.0,"[0.002, 0.007, 0.016, 0.043, 0.127, 0.64, 1.451, 3.169, 5.211, 5.719, 8.389, 15.173, 27.326, 32.574, 642.546, 3257.374, 19028.816]","[0.0, 0.031, 0.094, 0.016, -0.016, 0.031, -0.016, 0.219, 0.547, 0.859, 1.031, 0.656, 0.313, 0.016, 0.0, 0.016, -0.016]","[0.01528176 0.04489016 0.10506208 0.03056351 0.         0.04489016
 0.         0.22445081 0.53772684 0.83572111 1.         0.64183381
 0.31423114 0.03056351 0.01528176 0.03056351 0.        ]",37.563551690106095,6.25936543269941
538.0,"[0.006, 0.014, 0.025, 0.052, 0.085, 0.14, 0.24, 0.432, 0.858, 1.334, 2.283, 3.916, 6.657, 8.834, 10.162, 11.1, 15.573, 18.82, 28.054, 36.232, 44.446, 63.841, 115.261, 187.939, 277.299, 370.13, 406.437, 541.749, 1030.066, 1322.995, 1787.04, 3389.37, 8599.468]","[-0.007, 0.0, 0.059, 0.163, 0.093, -0.017, -0.025, 0.0, -0.026, -0.028, 0.003, -0.011, 0.162, 0.386, 0.527, 0.724, 0.813, 0.947, 0.799, 0.577, 0.407, 0.015, 0.022, 0.042, 0.102, 0.208, 0.298, 0.432, 0.316, 0.207, 0.07, 0.005, 0.0]","[0.02153846 0.02871795 0.08923077 0.19589744 0.12410256 0.01128205
 0.00307692 0.02871795 0.00205128 0.         0.03179487 0.0174359
 0.19487179 0.42461538 0.56923077 0.77128205 0.8625641  1.
 0.84820513 0.62051282 0.44615385 0.04410256 0.05128205 0.07179487
 0.13333333 0.24205128 0.33435897 0.47179487 0.35282051 0.24102564
 0.10051282 0.03384615 0.02871795]",224.10702601685594,29.80568079639327
539.0,"[0.006, 0.024, 0.103, 0.374, 1.559, 5.755, 13.387, 24.311, 30.122, 51.534, 99.559, 165.505, 292.046, 562.963, 1807.997, 5629.63, 17606.839, 113925.746]","[0.046, 0.052, 0.104, 0.08, 0.04, 0.077, 0.01, 0.083, 0.328, 0.693, 0.981, 0.747, 0.271, 0.051, 0.105, 0.051, 0.013, 0.0]","[0.04689093 0.05300714 0.10601427 0.08154944 0.04077472 0.07849134
 0.01019368 0.08460754 0.3343527  0.70642202 1.         0.76146789
 0.27624873 0.05198777 0.10703364 0.05198777 0.01325178 0.        ]",290.269916130761,57.08239736415879
540.0,"[0.008, 0.033, 0.082, 0.327, 1.105, 5.615, 12.508, 42.827, 55.822, 55.822, 86.31, 170.898, 311.606, 852.995, 1630.333, 5388.375, 16017.826, 63918.504, 326637.841, 1449189.97]","[0.029, 0.014, 0.101, 0.029, 0.029, 0.029, 0.058, 0.029, 0.71, 0.377, 0.971, 0.623, 0.145, 0.0, 0.072, 0.13, 0.116, 0.043, 0.029, 0.029]","[0.02986612 0.01441813 0.10401648 0.02986612 0.02986612 0.02986612
 0.05973223 0.02986612 0.73120494 0.38825953 1.         0.64160659
 0.14933059 0.         0.07415036 0.1338826  0.11946447 0.04428424
 0.02986612 0.02986612]",16059.994770418187,105.52410080322228
541.0,"[0.002, 0.009, 0.018, 0.032, 0.056, 0.1, 0.154, 0.205, 0.316, 4.87, 10.0, 13.335, 17.783, 31.623, 48.697, 56.234, 273.842, 1000.0, 3162.278]","[-0.004, -0.015, 0.187, 0.563, 0.972, 0.873, 0.553, 0.313, -0.024, -0.043, 0.317, 0.569, 0.806, 0.484, 0.227, 0.059, 0.001, 0.008, 0.0]","[0.03842365 0.02758621 0.22660099 0.59704433 1.         0.90246305
 0.58719212 0.35073892 0.01871921 0.         0.3546798  0.60295567
 0.8364532  0.51921182 0.26600985 0.10049261 0.04334975 0.05024631
 0.04236453]",39.28834428935914,0.8559995756900554
542.0,"[0.009, 0.032, 0.068, 0.134, 0.304, 0.37, 0.739, 0.798, 1.145, 2.106, 8.892, 28.248, 49.668, 61.409, 132.303, 160.651]","[0.029, 0.047, 0.133, 0.47, 0.81, 1.0, 0.9, 0.666, 0.421, 0.0, 0.004, 0.02, 0.48, 0.718, 0.884, 0.059]","[0.029 0.047 0.133 0.47  0.81  1.    0.9   0.666 0.421 0.    0.004 0.02
 0.48  0.718 0.884 0.059]",29.714761782864027,2.3238405899014363
